1.739015123304170345e+02,1.368327949051884040e-01
1.034524198637250407e+02,3.961938528924794367e-01
1.217536728930431877e+02,2.938546139931237922e-01
1.289717303639882857e+02,6.027840040356680085e-01
2.386950407841759727e+02,8.920880480215334085e-01
1.491659019540542772e+02,2.044704394066452768e-01
1.377312324246460946e+02,2.388713306773193601e-01
1.185441921178477287e+02,3.066512461277438040e-01
1.017972098132927670e+02,4.347191733460945562e-01
1.490468914684025492e+02,2.048151146183144755e-01
1.128022522804080268e+02,3.323601003369687223e-01
1.058049350991939264e+02,4.962448758044331054e-01
2.308244474191107543e+02,8.736034516311188547e-01
1.116970958237664746e+02,3.379118905124987027e-01
1.345652560259980817e+02,6.214415491621938514e-01
1.109320963098668074e+02,5.284903180919789945e-01
2.041248440077543194e+02,8.096211046820939172e-01
1.968211730678428637e+02,7.916785980830175484e-01
2.218868772555563851e+02,8.524262585091728628e-01
1.561369105402677917e+02,1.846665108013074708e-01
1.255127217403326796e+02,5.905778556834615500e-01
1.364647450390994265e+02,2.428726488269056516e-01
1.653950627753575304e+02,1.593416474726473686e-01
2.406878473211555161e+02,8.967461917406970295e-01
1.045225447266084871e+02,3.850191819368190549e-01
1.887563790326663593e+02,7.715795909434536304e-01
1.312292926953034282e+02,6.104571326051098090e-01
1.289488534080377349e+02,2.676990959466695186e-01
2.347077358237969236e+02,8.827415525374645577e-01
1.470179983168925162e+02,2.107290908945271823e-01
1.137418053953425670e+02,5.425784878588930660e-01
1.169449622091751024e+02,3.133875026484558290e-01
1.095825704263179148e+02,3.493534460802043551e-01
1.070954654800861618e+02,3.647986752080504269e-01
1.450072804103400870e+02,2.166647499330481286e-01
1.828381879195943895e+02,7.566073371337630471e-01
1.409501724247847960e+02,2.288939542792598481e-01
1.061237186572431881e+02,4.986746955195012765e-01
1.070915778007639432e+02,3.648251634234425111e-01
1.324524244782168125e+02,2.558738117466299311e-01
1.448736358003365865e+02,2.170620527042978753e-01
1.435477269668575104e+02,6.493807938044108274e-01
2.402379383440526794e+02,8.956952817003686063e-01
1.137460412107144805e+02,3.278056628663273964e-01
1.160119102893552423e+02,5.529535482057764684e-01
1.520297734333753965e+02,1.962460382453290464e-01
1.747233370840766611e+02,1.346903570472466061e-01
1.418068160967741562e+02,2.262815676635769602e-01
1.019346711909324910e+02,4.464114330617791060e-01
1.030153810906458887e+02,4.017723454669858141e-01
1.695978779177901856e+02,1.481410965444287520e-01
1.281308371094872598e+02,5.998699747313097630e-01
1.050664894759845112e+02,4.902373203565767446e-01
1.018342159741201840e+02,4.293728980378881399e-01
1.025371636184312649e+02,4.612278828652109919e-01
1.136385053306491812e+02,5.420875574064816238e-01
2.199699300449514681e+02,8.478554925299670586e-01
1.173792150175364810e+02,3.115312156408328592e-01
1.827021780458530316e+02,1.141434577216943885e-01
1.466961258110859490e+02,6.587301320893036438e-01
1.786474200357445170e+02,7.458742244575632396e-01
1.322542596690392713e+02,6.138742569620568856e-01
1.097499863622483502e+02,5.220032531675750098e-01
1.864982503385712675e+02,7.658908376673462248e-01
1.049827276284604096e+02,3.808874663518946324e-01
1.337379191154013256e+02,2.516509060953804888e-01
1.828261337366296289e+02,1.138276150453245705e-01
2.354908101782963854e+02,8.845799659119616409e-01
1.797927552670886087e+02,7.488191532736618861e-01
2.287201335875506061e+02,8.686362141323473729e-01
1.842584889039060840e+02,1.101848399577863707e-01
1.140243593684937480e+02,3.264920054439013342e-01
1.249541597698003415e+02,2.818557760207934249e-01
1.874208271353064674e+02,1.021857626817022080e-01
1.051842116413128139e+02,3.791689546137894107e-01
1.021005485970261333e+02,4.518519057476304557e-01
1.357271794898178428e+02,2.452243089913314356e-01
1.071921207509560787e+02,5.062612482190342877e-01
1.140776656251296970e+02,3.262418446522911131e-01
2.257635105584388384e+02,8.616379109501035582e-01
1.039634056753771603e+02,4.798818984512712715e-01
1.182113039113370832e+02,3.080314474167747396e-01
1.099615884570899027e+02,3.472098597427865085e-01
1.815423330912481958e+02,1.171034902288809604e-01
1.140982887838343487e+02,3.261451849279345394e-01
1.186177891333017413e+02,3.063475782426288152e-01
2.243779294949990515e+02,8.583502583143345355e-01
1.535052369371019552e+02,6.783457914559446467e-01
1.854499451883822303e+02,7.632400421523114487e-01
1.173542393846699383e+02,5.587668352870368560e-01
1.511953414681763093e+02,1.986288517294172162e-01
1.184472079487152030e+02,5.633520215642013884e-01
1.122637920848947743e+02,5.353707917850965003e-01
1.046048387175685264e+02,4.861471731918104444e-01
1.238587346972304601e+02,5.845156171803317369e-01
1.114003832442629403e+02,5.309567326208995963e-01
1.020529407405687010e+02,4.504890283372263715e-01
1.509745964640436853e+02,6.711432146023678103e-01
1.087678753268475447e+02,3.541258728897042074e-01
1.079754288554981656e+02,3.590169523241640848e-01
